epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5903326272964478,0.6207004189491272,9.999999747378752e-05,0.6938643455505371,0.6023646593093872,0.6583541035652161,0.451412171125412,0.4477754235267639,0.7494845986366272,0.3598130941390991,0.07090239226818085
1,0.6158171892166138,0.6665949821472168,9.999999747378752e-05,0.651076078414917,0.6257334351539612,0.6769440174102783,0.5284825563430786,0.6107869148254395,0.752517819404602,0.5261251926422119,0.9364640712738037
2,0.6373534202575684,0.6908104419708252,9.999999747378752e-05,0.6354063153266907,0.6498045921325684,0.6785309314727783,0.6055529117584229,0.6781474351882935,0.6838818192481995,0.5861842036247253,0.8204419612884521
3,0.6428571343421936,0.6988877058029175,9.999999747378752e-05,0.6294495463371277,0.6523504257202148,0.6921333074569702,0.6290090680122375,0.6911089420318604,0.6357346773147583,0.6420091390609741,0.6473296284675598
4,0.6532663106918335,0.7088158130645752,9.999999747378752e-05,0.6241745352745056,0.667330265045166,0.6839718818664551,0.6136907339096069,0.6888368129730225,0.6791977882385254,0.5904083251953125,0.8388581871986389
5,0.6553003191947937,0.7164690494537354,9.999999747378752e-05,0.6170352697372437,0.6675426959991455,0.6909997463226318,0.6194351315498352,0.6979742050170898,0.6844024062156677,0.597064733505249,0.8241252303123474
6,0.6610432863235474,0.7252063155174255,9.999999747378752e-05,0.6100007891654968,0.6729504466056824,0.6959872841835022,0.6361895799636841,0.7051125764846802,0.6577603816986084,0.6188046932220459,0.7817679643630981
7,0.6785116195678711,0.7471386194229126,4.999999873689376e-05,0.5940237045288086,0.6893672943115234,0.7114033102989197,0.6371469497680664,0.7227938771247864,0.642615020275116,0.6083223223686218,0.8480662703514099
8,0.6803063154220581,0.7518705129623413,4.999999873689376e-05,0.588884174823761,0.69114089012146,0.7127635478973389,0.6433700323104858,0.7301580905914307,0.6348533630371094,0.6176673769950867,0.8241252303123474
9,0.6888011693954468,0.7611060738563538,4.999999873689376e-05,0.581628680229187,0.703005850315094,0.7104964852333069,0.6462422013282776,0.7341868877410889,0.6456802487373352,0.6151294112205505,0.8535911440849304
10,0.6892797350883484,0.7606209516525269,4.999999873689376e-05,0.5813943147659302,0.7021845579147339,0.7141237854957581,0.6692197322845459,0.7466233968734741,0.6022490859031677,0.6508785486221313,0.7845304012298584
11,0.6949030756950378,0.7671703100204468,4.999999873689376e-05,0.5765244364738464,0.7076545357704163,0.7188845872879028,0.6639540195465088,0.745988130569458,0.6078459620475769,0.6377331614494324,0.8186003565788269
12,0.7016032338142395,0.7748591899871826,4.999999873689376e-05,0.5692256689071655,0.7105205655097961,0.7333937883377075,0.6792723536491394,0.7522983551025391,0.5968359708786011,0.6607418656349182,0.7872928380966187
13,0.7012442946434021,0.7755745649337769,4.999999873689376e-05,0.5675376653671265,0.7124778032302856,0.7274994254112244,0.6816658973693848,0.7515262961387634,0.5974562168121338,0.6721177697181702,0.7569060921669006
14,0.709021270275116,0.7843540906906128,4.999999873689376e-05,0.5606844425201416,0.7203295230865479,0.7333937883377075,0.6462422013282776,0.746425986289978,0.6348313689231873,0.6137704849243164,0.8618784546852112
